pair,distance,normalization_ratio,alignment_points
value_ASML vs value_CRWD,54.43612088631782,0.021635978094720915,2057
value_ASML vs value_CSCO,162.18237331401556,0.06446040274801891,2057
value_ASML vs value_CSGP,120.91425151553756,0.04805812858328202,2199
value_ASML vs value_CSX,106.74803647527933,0.04242767745440355,2214
value_ASML vs value_CTAS,83.49140429483853,0.03318418294707414,2128
value_ASML vs value_CTSH,125.54205813110678,0.049897479384382666,2177
value_ASML vs value_DDOG,42.15229702004655,0.016753695159001013,2071
value_ASML vs value_DLTR,86.69157672053434,0.03445611157413925,2124
value_ASML vs value_DXCM,71.70902694978123,0.028501203080199218,2141
value_ASML vs value_EA,157.91209808253495,0.06276315504075317,2200
value_ASML vs value_EBAY,62.34581136828352,0.024779734248125407,2143
value_ASML vs value_EXC,101.82253019046188,0.04047000405026307,2123
value_ASML vs value_FANG,61.61265064718959,0.024488334915417166,2154
value_ASML vs value_FAST,60.657027038224214,0.024108516310899927,2013
value_ASML vs value_FTNT,54.47634372978328,0.021651964916448045,2070
value_ASML vs value_GILD,160.0214238421454,0.06360151981007368,1911
value_ASML vs value_GOOGL,40.88440760123686,0.016249764547391438,1965
value_ASML vs value_GOOG,40.98709489814882,0.01629057825840573,1951
value_ASML vs value_HON,123.52762446697352,0.0490968300743138,2211
value_ASML vs value_IDXX,57.5790054054343,0.022885137283558944,2082
value_ASML vs value_ILMN,260.7554789749793,0.10363890261326682,1833
value_ASML vs value_INTC,217.79943702463538,0.08656575398435429,2036
value_ASML vs value_INTU,62.49136707484758,0.02483758627776136,1969
value_ASML vs value_ISRG,54.580076485985124,0.021693194151822387,2016
value_ASML vs value_KDP,126.33325214723205,0.05021194441463913,2288
value_ASML vs value_KHC,118.2037325237897,0.046980815788469674,2280
value_ASML vs value_KLAC,65.60519347691478,0.02607519613549872,2165
value_ASML vs value_LRCX,31.561869818318726,0.012544463361811895,2045
value_ASML vs value_MAR,60.09914628266587,0.02388678310121855,2042
value_ASML vs value_MCHP,59.1743914457699,0.023519233484010294,2093
value_ASML vs value_MDLZ,151.2618175160249,0.060119959267100516,2281
value_ASML vs value_MELI,44.42222752265693,0.01765589329199401,2078
value_ASML vs value_META,94.73895908252396,0.037654594229937985,2125
value_ASML vs value_MNST,97.76209634750454,0.038856159120629785,2139
value_ASML vs value_MRNA,288.48606501648504,0.11466059817825319,1785
value_ASML vs value_MSFT,52.976734128157034,0.021055935663019488,2006
value_ASML vs value_NFLX,76.22085977233678,0.030294459368973282,2182
value_ASML vs value_NVDA,125.02192767022812,0.04969075026638638,2224
value_ASML vs value_NXPI,35.99862483065315,0.01430787950343925,2015
value_ASML vs value_ODFL,39.52254354572483,0.01570848312628173,2043
value_ASML vs value_ON,42.19988116603205,0.016772607776642308,2072
value_ASML vs value_ORLY,69.09760298063786,0.027463276224418864,2063
value_ASML vs value_PANW,77.08500575600121,0.030637919616852628,2189
value_ASML vs value_PAYX,95.60499754603376,0.03799880665581628,2151
value_ASML vs value_PCAR,76.94737319938106,0.03058321669291775,2083
value_ASML vs value_PEP,140.77459681547725,0.05595174754192259,2258
value_ASML vs value_PYPL,294.04654419421996,0.11687064554619235,1730
value_ASML vs value_QCOM,38.012297715638425,0.015108226437058198,2013
value_ASML vs value_QQQ,57.03461229663278,0.022668764823780913,1984
value_ASML vs value_REGN,61.580291121804585,0.02447547341884125,2193
value_ASML vs value_ROST,81.5696722959259,0.03242037849599599,2061
value_ASML vs value_SBUX,114.47651207384767,0.045499408614406864,2204
value_ASML vs value_SGEN,62.43743331687621,0.03115640385073663,1603
value_ASML vs value_SIRI,205.15090205177245,0.08153851432900336,2144
value_ASML vs value_SNPS,52.468586050856395,0.020853969018623367,2061
value_ASML vs value_SWKS,126.01225946901691,0.05008436385890974,2106
value_ASML vs value_TEAM,120.28975819358384,0.04780991979077259,2020
value_ASML vs value_TMUS,62.81001277646011,0.024964234012901477,2070
value_ASML vs value_TSLA,92.35960402100847,0.03670890461884279,2139
value_ASML vs value_TXN,122.84104775465582,0.04882394584843236,2196
value_ASML vs value_VRSK,90.04858697965426,0.035790376383010435,2044
value_ASML vs value_VRTX,101.19369604708544,0.04022006997101965,2072
value_ASML vs value_WBD,345.7642004682902,0.13742615280933632,1784
value_ASML vs value_WDAY,67.77676373835085,0.026938300372953437,2018
value_ASML vs value_XEL,257.7656779356538,0.10245058741480675,2068
value_ASML vs value_ZS,93.50034767733746,0.037162300348703284,2049
value_ATVI vs value_AVGO,108.35215136754175,0.05655122722731824,1783
value_ATVI vs value_BIIB,79.07229088260048,0.04126946288235933,1558
value_ATVI vs value_BKNG,40.134249266336546,0.020946894189110932,1657
value_ATVI vs value_BKR,49.45179080321498,0.02580991169270093,1583
value_ATVI vs value_CDNS,95.12647456151717,0.04964847315319268,1765
value_ATVI vs value_CHTR,120.05200819338137,0.06265762431804874,1424
value_ATVI vs value_CMCSA,50.102954809589185,0.026149767645923375,1444
value_ATVI vs value_COST,36.87840868964833,0.019247603700233994,1655
value_ATVI vs value_CPRT,44.11694135122146,0.02302554350272519,1639
value_ATVI vs value_CRWD,149.55342505888376,0.07805502351716272,1409
value_ATVI vs value_CSCO,27.590484065653385,0.014400043875601976,1558
value_ATVI vs value_CSGP,33.29349404481216,0.017376562653868558,1517
value_ATVI vs value_CSX,32.66228020184583,0.017047119103259827,1528
value_ATVI vs value_CTAS,34.78585352784233,0.018155455912235035,1587
value_ATVI vs value_CTSH,38.687133054708255,0.020191614329179673,1557
value_ATVI vs value_DDOG,175.01382446559865,0.09134333218455044,1491
value_ATVI vs value_DLTR,60.95152158132301,0.03181185886290345,1524
value_ATVI vs value_DXCM,65.7426784343058,0.03431246264838508,1581
value_ATVI vs value_EA,45.52499666324322,0.02376043667183884,1660
value_ATVI vs value_EBAY,106.96910701042141,0.055829387792495515,1421
value_ATVI vs value_EXC,32.76191829387156,0.017099122282813968,1560
value_ATVI vs value_FANG,107.7234604537863,0.056223100445608715,1696
value_ATVI vs value_FAST,26.90510426765989,0.014042329993559442,1604
value_ATVI vs value_FISV,48.76659069949891,0.02825410816888697,1437
value_ATVI vs value_FTNT,94.76274722803288,0.049458636340309434,1564
value_ATVI vs value_GILD,36.64033094656831,0.01912334600551582,1632
value_ATVI vs value_GOOGL,33.13208214016743,0.017292318444763793,1557
value_ATVI vs value_GOOG,33.72749407772788,0.017603076240985324,1532
value_ATVI vs value_HON,40.39080553487367,0.021080796208180413,1608
value_ATVI vs value_IDXX,61.85173561699926,0.032281699173799194,1476
value_ATVI vs value_ILMN,162.62259833145401,0.08487609516255429,1422
value_ATVI vs value_INTC,144.2854566728502,0.07530556193781325,1383
value_ATVI vs value_INTU,70.18802987618665,0.03663258344268614,1493
value_ATVI vs value_ISRG,31.39170732023413,0.01638398085607209,1554
value_ATVI vs value_KDP,37.70388202698349,0.019678435295920404,1570
value_ATVI vs value_KHC,49.8259079916735,0.026005171185633353,1619
value_ATVI vs value_KLAC,68.37945531968323,0.03568865100192235,1611
value_ATVI vs value_LRCX,56.42580970125475,0.029449796295018135,1590
value_ATVI vs value_MAR,38.1056916483021,0.019888148041911326,1563
value_ATVI vs value_MCHP,30.94512438886445,0.016150899994188127,1542
value_ATVI vs value_MDLZ,47.25905784649575,0.024665479043056236,1714
value_ATVI vs value_MELI,99.31523224004569,0.051834672359105265,1559
value_ATVI vs value_META,60.343023323513044,0.031494271045674864,1655
value_ATVI vs value_MNST,37.08548498417504,0.01935568109821244,1554
value_ATVI vs value_MRNA,345.2396185068898,0.18018769233136211,1328
value_ATVI vs value_MSFT,30.217552950302185,0.015771165422913458,1583
value_ATVI vs value_NFLX,112.50017804116723,0.05871616807994114,1541
value_ATVI vs value_NVDA,242.38922112839126,0.12650794422149858,1766
value_ATVI vs value_NXPI,28.36110408772963,0.01480224639234323,1539
value_ATVI vs value_ODFL,68.29592484329017,0.03564505471988005,1593
value_ATVI vs value_ON,164.2661722574479,0.08573391036401247,1732
value_ATVI vs value_ORLY,77.35968657922948,0.04037561930022415,1743
value_ATVI vs value_PANW,122.08463543740103,0.06371849448716128,1715
value_ATVI vs value_PAYX,33.713603437462076,0.017595826428738037,1606
value_ATVI vs value_PCAR,53.226262589744216,0.027779886529094057,1739
value_ATVI vs value_PEP,58.80649651663331,0.03069232594813847,1622
value_ATVI vs value_PYPL,254.91239885038587,0.13304404950437676,1254
value_ATVI vs value_QCOM,70.65045019665425,0.036873930165268395,1453
value_ATVI vs value_QQQ,21.93826411802519,0.011450033464522542,1545
value_ATVI vs value_REGN,48.465624954480205,0.02529521135411284,1640
value_ATVI vs value_ROST,47.58297578622152,0.02483453851055403,1501
value_ATVI vs value_SBUX,38.52042217463811,0.020104604475280848,1519
value_ATVI vs value_SGEN,49.91622706691778,0.026052310577723267,1522
value_ATVI vs value_SIRI,95.36645792496043,0.049773725430563895,1498
value_ATVI vs value_SNPS,92.39599982645193,0.04822338195535069,1734
value_ATVI vs value_SWKS,116.84277778513598,0.060982660639423786,1376
value_ATVI vs value_TEAM,199.48732288164612,0.10411655682758149,1386
value_ATVI vs value_TMUS,30.82682840299278,0.01608915887421335,1611
value_ATVI vs value_TSLA,170.88893527230505,0.08919046726111954,1508
value_ATVI vs value_TXN,34.59996854087389,0.01805843869565443,1626
value_ATVI vs value_VRSK,24.23115178213166,0.012646738925955981,1504
value_ATVI vs value_VRTX,55.4487309616893,0.028939838706518423,1688
value_ATVI vs value_WBD,357.14933887492924,0.18640362154223863,1343
value_ATVI vs value_WDAY,34.18820511085036,0.01784353085117451,1599
value_ATVI vs value_XEL,57.358269371325036,0.029936466268958788,1665
value_ATVI vs value_ZS,229.88666080262433,0.11998259958383316,1346
value_AVGO vs value_BIIB,406.4639307925826,0.16155164180945253,1724
value_AVGO vs value_BKNG,64.07583229139995,0.025467341928219374,2234
value_AVGO vs value_BKR,68.8133213414078,0.027350286701672416,2221
value_AVGO vs value_CDNS,65.2949715862997,0.025951896496939464,2210
value_AVGO vs value_CHTR,457.8781122094423,0.18198653108483398,1516
value_AVGO vs value_CMCSA,469.5008990752613,0.18660608071353788,1687
value_AVGO vs value_COST,105.71774354923306,0.042018181060903444,2160
value_AVGO vs value_CPRT,83.91854530408614,0.03335395282356365,2232
value_AVGO vs value_CRWD,88.464097420119,0.035160611057281,2245
value_AVGO vs value_CSCO,487.4457607569407,0.1937383786792292,1815
value_AVGO vs value_CSGP,504.73692320415313,0.20061085977907517,1831
value_AVGO vs value_CSX,458.5039056994169,0.18223525663728812,1804
value_AVGO vs value_CTAS,42.8542191873242,0.017032678532322813,2178
value_AVGO vs value_CTSH,455.50150107219054,0.18104193206366873,1799
value_AVGO vs value_DDOG,94.41551310495592,0.03752603859497453,2251
value_AVGO vs value_DLTR,272.17387551242524,0.10817721602242657,2313
value_AVGO vs value_DXCM,195.0239016133823,0.07751347440913446,2318
value_AVGO vs value_EA,492.44848557645497,0.19572674307490262,1812
value_AVGO vs value_EBAY,177.7836327663353,0.07066122129027635,2310
value_AVGO vs value_EXC,328.45348841071615,0.13054590159408433,2214
value_AVGO vs value_FANG,63.40992473991611,0.02520267279010974,2161
value_AVGO vs value_FAST,157.34189524933782,0.06253652434393395,2237
value_AVGO vs value_FTNT,45.04784131256113,0.01790454742152668,2189
value_AVGO vs value_GILD,467.7183687735816,0.18589760285118503,1807
value_AVGO vs value_GOOGL,97.18430784559249,0.038626513452143275,2249
value_AVGO vs value_GOOG,96.69579904932391,0.038432352563324286,2234
value_AVGO vs value_HON,492.6542149581889,0.19580851150961404,1820
value_AVGO vs value_IDXX,115.45573237960089,0.04588860587424519,2272
value_AVGO vs value_ILMN,463.3297001546182,0.18415329894857638,1402
value_AVGO vs value_INTC,482.65755013901463,0.19183527430008532,1515
value_AVGO vs value_INTU,135.495939286607,0.053853711958110895,2214
value_AVGO vs value_ISRG,90.5605445845283,0.03599385714806371,2243
value_AVGO vs value_KDP,522.26571921671,0.2075777898317607,1766
value_AVGO vs value_KHC,491.8316528826464,0.19548157904715674,1794
value_AVGO vs value_KLAC,40.9953141974426,0.016293845070525677,2127
value_AVGO vs value_LRCX,73.81296711816998,0.029337427312468196,2240
value_AVGO vs value_MAR,67.87232877503648,0.02697628329691434,2212
value_AVGO vs value_MCHP,155.12765676034388,0.06165646135148803,2297
value_AVGO vs value_MDLZ,535.2158329030902,0.2127248938406559,1812
value_AVGO vs value_MELI,120.97078147623611,0.04808059677115903,2259
value_AVGO vs value_META,158.55314379775936,0.0630179426859139,1905
value_AVGO vs value_MNST,294.7653338078047,0.11715633299197326,2318
value_AVGO vs value_MRNA,197.7653788145437,0.07860309173868987,1964
value_AVGO vs value_MSFT,142.3803523760156,0.05658996517329713,2266
value_AVGO vs value_NFLX,210.1706103385715,0.08353362891040203,1700
value_AVGO vs value_NVDA,39.716597909285646,0.015785611251703358,2233
value_AVGO vs value_NXPI,97.70123996809387,0.03883197137046656,2231
value_AVGO vs value_ODFL,94.0265960710585,0.03737146107752723,2221
value_AVGO vs value_ON,42.36446854968368,0.01683802406585202,2088
value_AVGO vs value_ORLY,57.63148687189694,0.022905996371978116,2162
value_AVGO vs value_PANW,36.76482319543046,0.014612409855099547,2148
value_AVGO vs value_PAYX,186.15888328518224,0.0739900172039675,2282
value_AVGO vs value_PCAR,110.97038751751529,0.044105877391699244,2238
value_AVGO vs value_PEP,547.4868620447469,0.2176020914327293,1766
value_AVGO vs value_PYPL,367.4301895263161,0.14603743621872659,1824
value_AVGO vs value_QCOM,130.11273094831796,0.05171412199853655,2305
value_AVGO vs value_QQQ,142.86454532098358,0.05678241069991398,2243
value_AVGO vs value_REGN,111.46880787845201,0.04430397769413832,2265
value_AVGO vs value_ROST,395.56774641324665,0.15722088490192634,1709
value_AVGO vs value_SBUX,429.70286657376573,0.17078810277176698,1834
value_AVGO vs value_SGEN,99.66407138381878,0.04973257055080777,1828
value_AVGO vs value_SIRI,600.4223652706737,0.23864163961473517,1510
value_AVGO vs value_SNPS,70.73152112917712,0.02811268725325005,2209
value_AVGO vs value_SWKS,422.9651643743138,0.16811016072111043,1628
value_AVGO vs value_TEAM,177.65517679601055,0.0706101656581918,2369
value_AVGO vs value_TMUS,107.00975795228777,0.042531700299001496,2227
value_AVGO vs value_TSLA,92.36730748977776,0.03671196641088146,2294
value_AVGO vs value_TXN,283.7185780939056,0.11276573056196566,2327
value_AVGO vs value_VRSK,244.14186740361677,0.09703571836391764,2296
value_AVGO vs value_VRTX,210.5852615876612,0.08369843465328346,1855
value_AVGO vs value_WBD,280.591320262458,0.11152278229827424,1614
value_AVGO vs value_WDAY,412.3218882914466,0.16387992380423155,1751
value_AVGO vs value_XEL,674.1045226671118,0.26792707578184094,1383
value_AVGO vs value_ZS,125.27548910474164,0.04979152985085121,2312
value_BIIB vs value_BKNG,252.42456268156442,0.10032772761588411,1728
value_BIIB vs value_BKR,177.08260998158025,0.07038259538218611,1847
value_BIIB vs value_CDNS,285.7130132440497,0.11355843133706268,1544
value_BIIB vs value_CHTR,84.9700053839554,0.03377186223527639,2283
value_BIIB vs value_CMCSA,64.97979406018409,0.025826627209930085,2024
value_BIIB vs value_COST,260.6677443069277,0.10360403191849274,1623
value_BIIB vs value_CPRT,225.6940785709658,0.08970352884378609,1685
value_BIIB vs value_CRWD,257.6314711182147,0.10239724607242237,2037
value_BIIB vs value_CSCO,161.31435399437586,0.06411540301843238,2061
value_BIIB vs value_CSGP,135.02213204724202,0.05366539429540621,1999
value_BIIB vs value_CSX,206.7589711691147,0.08217765149805831,1936
value_BIIB vs value_CTAS,263.20191001004474,0.10461125199127375,1671
value_BIIB vs value_CTSH,149.50648664079142,0.05942229198759595,2180
value_BIIB vs value_DDOG,148.74545886648357,0.05911981671958807,1928
value_BIIB vs value_DLTR,118.94850091345529,0.047276828661945665,2038
value_BIIB vs value_DXCM,92.05507581737318,0.03658786797192893,1969
value_BIIB vs value_EA,165.08067828783533,0.06561235226066586,2030
value_BIIB vs value_EBAY,113.77430039988711,0.045220310174835895,1929
value_BIIB vs value_EXC,139.09903871678043,0.05528578645341035,2107
value_BIIB vs value_FANG,311.8164494355394,0.12393340597596957,1595
value_BIIB vs value_FAST,167.9092159590409,0.06673657232076347,1781
value_BIIB vs value_FTNT,203.7450289708189,0.08097974124436363,1888
value_BIIB vs value_GILD,125.90704078673421,0.05004254403288323,2064
value_BIIB vs value_GOOGL,187.47929827516833,0.0745148244336917,1777
value_BIIB vs value_GOOG,188.305516219803,0.07484320994427782,1751
value_BIIB vs value_HON,208.24112052480697,0.08276674106709339,1927
value_BIIB vs value_IDXX,101.38953714658075,0.040297908245858806,1994
value_BIIB vs value_ILMN,93.55507268899186,0.03718405114824796,2273
value_BIIB vs value_INTC,52.43906509668105,0.02084223573000042,2112
value_BIIB vs value_INTU,204.98738847014246,0.08147352482915042,1795
value_BIIB vs value_ISRG,210.3209382105633,0.08359337766715552,1912
value_BIIB vs value_KDP,177.06685828231534,0.07037633477039561,2097
value_BIIB vs value_KHC,151.04116212667572,0.06003225839692993,2195
value_BIIB vs value_KLAC,310.0284745542292,0.12322276413125167,1668
value_BIIB vs value_LRCX,201.79635729015712,0.08020522944759823,1993
value_BIIB vs value_MAR,240.2454232023585,0.09548705214720131,1604
value_BIIB vs value_MCHP,140.36982597862675,0.05579086883093273,1998
value_BIIB vs value_MDLZ,226.83278936433382,0.09015611659949675,1901
value_BIIB vs value_MELI,185.34003493472684,0.07366456078486759,1889
value_BIIB vs value_META,274.9967711766728,0.10929919363142797,1871
value_BIIB vs value_MNST,214.13776423169062,0.08511039913819182,1807
value_BIIB vs value_MRNA,291.35962115279324,0.11580271111001321,1942
value_BIIB vs value_MSFT,204.3696330209689,0.08122799404649003,1736
value_BIIB vs value_NFLX,182.8306760848664,0.07266720035169572,1982
value_BIIB vs value_NVDA,520.4929433631224,0.2068731889360582,1707
value_BIIB vs value_NXPI,178.07665038250528,0.07077768298191783,1787
value_BIIB vs value_ODFL,228.24587465133598,0.09071775622072177,1716
value_BIIB vs value_ON,234.67533786809784,0.09327318675202617,2045
value_BIIB vs value_ORLY,266.5215328453456,0.10593065693376215,1526
value_BIIB vs value_PANW,322.7580217459699,0.12828220260173687,1666
value_BIIB vs value_PAYX,206.03159222896457,0.08188855017049466,1930
value_BIIB vs value_PCAR,227.48676084553168,0.09041604167151497,1770
value_BIIB vs value_PEP,265.8004684683901,0.10564406536899447,1574
value_BIIB vs value_PYPL,256.02005420371165,0.10175677830036234,1786
value_BIIB vs value_QCOM,158.80965270526156,0.06311989376202765,1889
value_BIIB vs value_QQQ,173.64620792984428,0.06901677580677436,1707
value_BIIB vs value_REGN,179.59031114474197,0.07137929695736962,1810
value_BIIB vs value_ROST,143.3207699803906,0.05696374005579912,1863
value_BIIB vs value_SBUX,105.54903720427876,0.041951127664657695,2154
value_BIIB vs value_SGEN,88.70862808021286,0.04426578247515612,1568
value_BIIB vs value_SIRI,51.34986506286215,0.02040932633659068,2165
value_BIIB vs value_SNPS,282.3281460729223,0.11221309462357804,1527
value_BIIB vs value_SWKS,74.16019877761958,0.029475436716065017,2067
value_BIIB vs value_TEAM,139.39579629547012,0.05540373461664154,2088
value_BIIB vs value_TMUS,192.34121309978073,0.07644722301263145,1924
value_BIIB vs value_TSLA,207.0436740858442,0.08229080846019245,1978
value_BIIB vs value_TXN,177.78720430218422,0.07066264081962807,1967
value_BIIB vs value_VRSK,170.41890909521805,0.06773406561813118,1738
value_BIIB vs value_VRTX,203.72290035500495,0.08097094608704489,1906
value_BIIB vs value_WBD,363.78782866536807,0.14458975702121146,1745
value_BIIB vs value_WDAY,134.5388785499481,0.05347332215816697,2027
value_BIIB vs value_XEL,181.3389010213593,0.07207428498464201,1999
value_BIIB vs value_ZS,164.70659429454088,0.06546367022835488,1971
value_BKNG vs value_BKR,47.54101928040241,0.01889547666152719,2149
value_BKNG vs value_CDNS,40.31078285317554,0.016021773789020484,2118
value_BKNG vs value_CHTR,312.92209682762154,0.1243728524752073,1652
value_BKNG vs value_CMCSA,291.1567018043947,0.1157220595406974,1719
value_BKNG vs value_COST,36.33874047389137,0.014443060601705632,2146
value_BKNG vs value_CPRT,37.54564014907518,0.014922750456707148,2147
value_BKNG vs value_CRWD,71.60689236920359,0.028460609049762955,2134
value_BKNG vs value_CSCO,212.0865603031179,0.08429513525561125,2195
value_BKNG vs value_CSGP,302.0221976035279,0.12004061907930362,1744
value_BKNG vs value_CSX,96.54206638028208,0.03837125054860178,2330
value_BKNG vs value_CTAS,22.59048034778531,0.008978728278134066,2030
value_BKNG vs value_CTSH,127.01842909763353,0.05048427229635673,2271
value_BKNG vs value_DDOG,93.27551700181523,0.03707293998482322,2136
value_BKNG vs value_DLTR,143.63520104286926,0.05708871265614835,2271
value_BKNG vs value_DXCM,117.1133535947838,0.04654743783576463,2180
value_BKNG vs value_EA,164.74178541168246,0.0654776571588563,2332
value_BKNG vs value_EBAY,119.8334407070564,0.0476285535401655,2273
value_BKNG vs value_EXC,134.8859675796557,0.053611274872677146,2162
value_BKNG vs value_FANG,44.404612150409875,0.01764889195167324,2114
value_BKNG vs value_FAST,53.735414036202705,0.02135747775683732,2262
value_BKNG vs value_FTNT,54.32107282503169,0.021590251520282867,2174
value_BKNG vs value_GILD,251.61090202921181,0.1000043330799729,1991
value_BKNG vs value_GOOGL,50.28621907768114,0.01998657356028662,2149
value_BKNG vs value_GOOG,50.551125295553696,0.02009186220014058,2170
value_BKNG vs value_HON,120.68097198061992,0.04796541016717803,2344
value_BKNG vs value_IDXX,111.86478568312909,0.04446136155927229,2254
value_BKNG vs value_ILMN,348.89963871390205,0.13867235243000878,1592
value_BKNG vs value_INTC,324.965992560965,0.12915977446779212,1663
value_BKNG vs value_INTU,61.521029058093575,0.024451919339464855,2218
value_BKNG vs value_ISRG,47.960322155143224,0.019062131222234987,2170
value_BKNG vs value_KDP,147.62027401602202,0.05867260493482592,2298
value_BKNG vs value_KHC,135.71894190811364,0.05394234575044262,2309
value_BKNG vs value_KLAC,44.06333969235456,0.017513251070093227,2081
value_BKNG vs value_LRCX,54.28401984623782,0.021575524581175603,2027
value_BKNG vs value_MAR,34.81037192122327,0.013835600922584766,2173
value_BKNG vs value_MCHP,74.02057098902606,0.029419940774652646,2245
value_BKNG vs value_MDLZ,173.62877396792612,0.06900984656912804,2298
value_BKNG vs value_MELI,101.86113993150799,0.040485349734303656,2147
value_BKNG vs value_META,41.21460487210481,0.01638100352627377,2123
value_BKNG vs value_MNST,82.12133512884287,0.032639640353276184,2239
value_BKNG vs value_MRNA,276.37947751451975,0.10984875894853727,1810
value_BKNG vs value_MSFT,43.54646905798954,0.017307817590615875,2185
value_BKNG vs value_NFLX,68.2238351699459,0.02711599172096419,2110
value_BKNG vs value_NVDA,124.56531438521179,0.04950926644881232,2250
value_BKNG vs value_NXPI,64.05866369377873,0.025460518161279304,2208
value_BKNG vs value_ODFL,52.19699482962758,0.02074602338220492,2156
value_BKNG vs value_ON,75.59063729936753,0.030043973489414757,2112
value_BKNG vs value_ORLY,31.279887062481283,0.012432387544706392,2120
value_BKNG vs value_PANW,32.36129913511987,0.012862201564038105,2014
value_BKNG vs value_PAYX,56.2141142661699,0.022342652729002346,2266
value_BKNG vs value_PCAR,38.5672773002552,0.015328806558130048,2183
value_BKNG vs value_PEP,172.50112398114328,0.0685616550004544,2284
value_BKNG vs value_PYPL,337.27318650833024,0.13405134598900248,1715
value_BKNG vs value_QCOM,72.41018775032738,0.028779883843532344,2192
value_BKNG vs value_QQQ,51.60975460247342,0.020512621066165908,2210
value_BKNG vs value_REGN,44.97496216559816,0.01787558114689911,2164
value_BKNG vs value_ROST,183.10219576003112,0.07277511755168169,1850
value_BKNG vs value_SBUX,128.70797794536756,0.05115579409593305,2323
value_BKNG vs value_SGEN,37.882369009503904,0.018903377749253446,1665
value_BKNG vs value_SIRI,436.33733104703896,0.1734250123398406,1486
value_BKNG vs value_SNPS,41.945688437632285,0.016671577280457983,2125
value_BKNG vs value_SWKS,246.3474970184021,0.09791235970524725,2084
value_BKNG vs value_TEAM,130.4108148150738,0.05183259730328847,2072
value_BKNG vs value_TMUS,37.74344997899268,0.01500137121581585,2121
value_BKNG vs value_TSLA,93.89377279516037,0.03731866963241668,2164
value_BKNG vs value_TXN,97.2571383341102,0.03865546038716621,2287
value_BKNG vs value_VRSK,75.87726303762993,0.030157894689042102,2294
value_BKNG vs value_VRTX,46.3091801759382,0.018405874473743325,2051
value_BKNG vs value_WBD,302.51694161218154,0.120237258192441,1781
value_BKNG vs value_WDAY,217.19519554430877,0.08632559441347726,1905
value_BKNG vs value_XEL,453.0204459941939,0.1800558211423664,1387
value_BKNG vs value_ZS,133.94243065579747,0.053236260197057815,1993
value_BKR vs value_CDNS,60.913433409687,0.024210426633420906,2100
value_BKR vs value_CHTR,200.2109032279556,0.07957508077422719,2015
value_BKR vs value_CMCSA,102.2754389741168,0.04065001549050747,2203
value_BKR vs value_COST,45.8704262309248,0.01823148896300668,2113
value_BKR vs value_CPRT,46.86856380780496,0.018628205011051256,2109
value_BKR vs value_CRWD,85.03232562342586,0.03379663180581314,2093
value_BKR vs value_CSCO,119.79779830247769,0.04761438724263819,2135
value_BKR vs value_CSGP,98.93604440039205,0.03932275214641973,2211
value_BKR vs value_CSX,81.40291978297982,0.0323541016625516,2267
value_BKR vs value_CTAS,51.93498211111944,0.020641884781843974,2120
value_BKR vs value_CTSH,68.70788559487009,0.02730838060209463,2149
value_BKR vs value_DDOG,74.29752894912554,0.029530019455137335,2179
value_BKR vs value_DLTR,110.49590714249284,0.043917292187000335,2064
value_BKR vs value_DXCM,87.40814776448337,0.03474091723548624,2017
value_BKR vs value_EA,93.50749813691642,0.037165142343766465,2240
value_BKR vs value_EBAY,50.08344289686181,0.01990597889382425,2159
value_BKR vs value_EXC,78.3061096836746,0.031123255041206124,2156
value_BKR vs value_FANG,46.24716950303351,0.01838122794238216,2130
value_BKR vs value_FAST,35.210844974359645,0.01399477145244819,2057
value_BKR vs value_FTNT,54.78069066041381,0.02177292951526781,2111
value_BKR vs value_GILD,127.36957859165379,0.05062383886790691,1983
value_BKR vs value_GOOGL,37.80172330094929,0.01502453231357285,2094
value_BKR vs value_GOOG,37.78631132418226,0.015018406726622519,2069
value_BKR vs value_HON,93.74645696438841,0.037260118030361056,2268
value_BKR vs value_IDXX,57.447417612887314,0.02283283688906491,2049
value_BKR vs value_ILMN,286.71604896253933,0.11395709418224934,1817
value_BKR vs value_INTC,251.76824123398532,0.10006686853497032,1917
value_BKR vs value_INTU,39.538955367859586,0.0157150061080523,2092
value_BKR vs value_ISRG,60.11180879733505,0.02389181589719199,2128
value_BKR vs value_KDP,110.61009146888422,0.043962675464580374,2312
value_BKR vs value_KHC,104.86220432553469,0.04167814162382142,2279
value_BKR vs value_KLAC,70.41976786733116,0.02798877896157836,2143
value_BKR vs value_LRCX,68.08663830059297,0.0270614619636697,2088
value_BKR vs value_MAR,43.55673557774434,0.017311898083364207,2137
value_BKR vs value_MCHP,59.302177270161486,0.023570022762385328,2132
value_BKR vs value_MDLZ,108.39437886222811,0.04308202657481244,2274
value_BKR vs value_MELI,51.48052081722147,0.020461256286654,2107
value_BKR vs value_META,81.57498380451435,0.032422489588439726,2204
value_BKR vs value_MNST,69.92641083527647,0.027792691111000186,2175
value_BKR vs value_MRNA,359.39682413534575,0.14284452469608336,1760
value_BKR vs value_MSFT,39.14751832674202,0.015559426997910185,2100
value_BKR vs value_NFLX,97.81003980348292,0.03887521454828415,2204
value_BKR vs value_NVDA,131.4122348119859,0.05223061796978772,2238
value_BKR vs value_NXPI,43.0840175092281,0.01712401331845314,2042
value_BKR vs value_ODFL,45.07933401333915,0.017917064393219058,2096
value_BKR vs value_ON,78.34444350767,0.03113849106028219,2061
