symbol,calendarYear,marketCap,marginProfit,roe,roic,revenuePerShare,netIncomePerShare,debtToEquity,peRatio,shareValue,marginProfitYoYGrowth,roeYoYGrowth,roicYoYGrowth,revenuePerShareYoYGrowth,netIncomePerShareYoYGrowth,debtToEquityYoYGrowth
AAPL,2020,1948295921320.0,0.20913611278072236,0.8786635853012749,0.2426948685968288,15.820258033039078,3.3085872682177895,1.871439722064923,33.93593425162425,112.28,,,,,,
AAPL,2021,2453750882240.0,0.2588179335569424,1.5007132667617689,0.3892505618225257,21.90354123925411,5.669029281123018,2.163924552226977,25.916253509083223,146.92,23.75573501660664,70.79497681097216,60.38681166727062,38.452490430375306,71.34289718090795,15.628867267994618
AAPL,2022,2439367314090.0,0.2530964070519973,1.969588727502368,0.4517476149331245,24.31727304755197,6.154614437637777,2.6144616356173036,24.441823533260525,150.43,-2.210637580755692,31.243507412467686,16.055738704134125,11.019824520302347,8.565578557367504,20.820369311243383
AAPL,2023,2695569789510.0,0.2530623426432028,1.5607601454639075,0.4338918291689624,24.344472588086393,6.160669263554378,1.7875325845589418,27.790811789370583,171.21,-0.013459064548282385,-20.757053304061877,-3.9526021109830056,0.11185275783691662,0.09837863895376664,-31.629037496398936
AAPL,2024,3495160329570.0,0.23971255769943864,1.6459350307287095,0.4430708117427921,25.484914639368924,6.109054070954992,1.872326602282704,37.287278415656736,227.79,-5.27529493496639,5.457269364056283,2.1155002138229406,4.684603649374752,-0.8378179446303702,4.743634798953011
ABNB,2020,41744488400.0,-1.3571479951299497,-1.5799651455673978,-0.6468366046481148,11.879882403828908,-16.12275858673597,0.8028884310094863,-9.105141605281547,146.8,,,,,,
ABNB,2021,102557840000.0,-0.058744993324432566,-0.073717277486911,0.0679114948731786,9.727272727272728,-0.5714285714285714,0.5063874345549738,-291.3575,166.49,-95.67143793195469,-95.33424660070982,-110.4990185133575,-18.11978943379431,-96.4557642641956,-36.92928992409522
ABNB,2022,54463500000.0,0.22538397428265264,0.3404676258992806,0.2097121106658891,13.185243328100473,2.971742543171114,0.4210431654676259,28.770998415213946,85.5,-483.66499258569746,-561.855941383257,208.802082854333,35.549230475799234,-620.0549450549449,-16.85355189793575
ABNB,2023,86721179999.99998,0.4832106483815671,0.5868952847519902,0.3217400134954438,15.56828885400314,7.52276295133438,0.2821800367421923,18.097074290484137,136.14,114.394412876745,72.37917502488457,53.41985375753347,18.07358018811762,153.14315900686745,-32.98073454563908
ABNB,2024,83051120000.0,0.23851558277787788,0.3147883975273419,0.1868634441309911,17.56645569620253,4.189873417721519,0.2727056585829767,31.36371601208459,131.41,-50.639419148409544,-46.36378827606956,-41.92098082520989,12.834852056882262,-44.30406162169016,-3.3575650030379878
ADBE,2020,229451430000.0,0.40876593099160713,0.396562123039807,0.2815379980580154,26.75259875259875,10.935550935550935,0.3549457177322074,43.62194486692015,477.03,,,,,,
ADBE,2021,294084810000.0,0.3054798859676909,0.3258768669324863,0.2391838598425753,33.092243186582806,10.10901467505241,0.3158072582280192,60.98813977602654,616.53,-25.267772383417373,-17.824510209268084,-15.043844350527891,23.697303176455797,-7.558249834596776,-11.02660422394971
ADBE,2022,160519100000.0,0.27013518118823127,0.3384812468863426,0.2459868022145225,37.45957446808511,10.119148936170212,0.3297274215358337,33.75086206896552,341.53,-11.570223246448986,3.8678351343262474,2.844231369300876,13.197447078090585,0.10024974187456959,4.407803476690164
ADBE,2023,279898790000.0,0.2796640733680251,0.3286112120111393,0.246829022635175,42.47045951859956,11.87746170678337,0.2470032691609153,51.56573139277819,612.47,3.52745323207424,-2.915976871982384,0.3423843934188042,13.376780493819119,17.376093401770063,-25.088648068637564
ADBE,2024,230620709999.99997,0.25854452452917925,0.3941864587025877,0.2540799380402225,48.1096196868009,12.43847874720358,0.4293512938674229,41.47854496402878,515.93,-7.551756142467935,19.95526759118176,2.9376267537892797,13.277841191550376,4.723374861312379,73.82413412014934
ADI,2020,43694069490.0,0.217874138684318,0.1017475075940088,0.0692261790324948,15.199550772719752,3.311589032994876,0.4288319374692916,35.79248476155447,118.53,,,,,,
ADI,2021,68955682380.0,0.18999284805212588,0.0365972353205531,0.0353303026041528,18.41254258268715,3.4982514051657767,0.1781895773123051,49.5933481921316,173.49,-12.796971132305812,-64.0313200922987,-48.96395684706397,21.13872875594518,5.636640607004617,-58.447689702433806
ADI,2022,75225462880.0,0.22878073520014602,0.0753746511445956,0.0606966006475405,23.13819608417144,5.293573511341882,0.1795849991511113,27.36903524426054,144.88,20.415445921089837,105.95722732712822,71.79756801858271,25.665404331109087,51.32055699384554,0.7831108080808447
ADI,2023,80643392240.0,0.2693566693827877,0.0931974590161675,0.0752002904817475,24.50170240048424,6.599696952802689,0.1972010105855956,24.329905016594864,160.57,17.73573030401545,23.645625685724703,23.895390647045602,5.892880807789336,24.673756559011384,9.809288925998416
ADI,2024,111875509680.0,0.17346406769294284,0.0464878969563527,0.0404940050908795,19.000006046363517,3.2958183349927244,0.215533849095117,68.41396493429536,225.48,-35.60060417645353,-50.118922289192255,-46.151796979151115,-22.454343229685104,-50.06106555251615,9.29652361064548
ADP,2020,64141811999.99999,0.1690564641050597,0.4287924620145336,0.2398867655290666,33.86675951717734,5.725394614670381,0.408365494941066,26.005194405027364,148.89,,,,,,
ADP,2021,84671706000.0,0.17317099177629386,0.4582811590624503,0.2401791402894713,35.19915552427868,6.095472671827352,0.5869737747129681,32.58483971522032,198.62,2.4338186019773778,6.877149124631132,0.12188032122566472,3.9342293921730054,6.463800000941533,43.737358318600904
ADP,2022,87964752000.0,0.17873962771921958,0.9143025454996434,0.362089156378621,39.39422158548233,7.041308500477555,1.0834340991535671,29.82968293261894,210.04,3.215686348969693,99.50690256830977,50.75795339354616,11.918087234536333,15.517021887765313,84.57964321887627
ADP,2023,90927123000.0,0.1894271660319117,0.972329087230344,0.4123095721715171,43.539279671259365,8.247522359197486,0.9514975349804792,26.64921541617819,219.79,5.979389377201283,6.346536167521055,13.869627109292049,10.521995152975894,17.13053559062385,-12.177627072672292
ADP,2024,96766102000.0,0.19539020757605743,0.8250505761280675,0.392646555138423,46.76716999512908,9.137847053093036,0.8147814231682646,25.79053891257995,238.69,3.14793367237578,-15.14698192582058,-4.768993581578663,7.413743057399436,10.795056443862517,-14.368519810723356
ADSK,2021,62818608000.0,0.3186998733642888,1.2511651993785604,0.3335739688913797,17.276207839562442,5.505925250683683,2.1798032107716208,52.002158940397344,277.43,,,,,,
ADSK,2022,54878863000.0,0.11330476016779135,0.5853256389117889,0.1061491583954899,19.9654073736914,2.262175694128357,3.603815804969968,110.42024748490944,249.79,-64.44781763741753,-53.217557585320186,-68.17822483322887,15.565913301706757,-58.91379575399325,65.32757577204715
ADSK,2023,46474560000.0,0.16443556443556442,0.7187772925764192,0.1534253015173129,23.171296296296298,3.810185185185185,2.3283842794759826,56.46969623329283,215.16,45.12679272437823,22.799557168337547,44.53746392004525,16.05721767956174,68.43011774349802,-35.39114079401775
ADSK,2024,54881111931.96,0.16654411764705881,0.4884097035040431,0.1598471425568335,25.158499006211542,4.190000018313907,1.415633423180593,60.57517873284768,253.81,1.282297548423994,-32.04992581869631,4.185646680183286,8.576139567266594,9.968408743111045,-39.201040152221346
ADSK,2025,66938099999.99999,0.18137334855651607,0.4242655475009538,0.180115224131991,28.51627906976744,5.1720930232558135,0.9763449065242272,60.19613309352518,295.57,8.904085667488681,-13.13326814412038,12.679664616432662,13.346503949726385,23.43897376251347,-31.03123375466711
AEP,2020,41278456429.21,0.1474746120588531,0.1070561386605939,0.038725228581829,30.094717740485404,4.438206823798769,1.6754254071597838,18.762081918644608,83.27,,,,,,
AEP,2021,44531458087.69,0.14817174845164363,0.1109115061605121,0.0406260167205283,33.54896300628853,4.971008507381282,1.6341360126954692,17.897776651939232,88.97,0.47271620725628516,3.601257758923193,4.9083974667387675,11.47791215584737,12.004886314118979,-2.4644125777171566
AEP,2022,48599392772.700005,0.11747753252374044,0.0965622305741334,0.0405415050739486,38.37024330163046,4.507641505411126,1.6908560522989613,21.064230570691745,94.95,-20.71529576228248,-12.937589690299845,-0.20802346230757163,14.370877259121873,-9.32138823102231,3.4709497350795093
AEP,2023,42145357052.04,0.11632415460718669,0.0874609354885985,0.0383080606886725,36.58154809547102,4.255317656427807,1.7272950524226929,19.086706694461306,81.22,-0.9817859566642384,-9.425315707208737,-5.50903174710029,-4.661672828338393,-5.597691135828365,2.1550622286378163
AEP,2024,48890447138.560005,0.15045154224113017,0.7598985811606823,0.0442169223266107,37.20349486363018,5.5973231789931255,11.720227424063925,16.477519173118534,92.23,29.338178084498235,768.8434178247996,15.424590886913325,1.7001652487095287,31.537140841604906,578.5307123774371
AMAT,2020,54511160000.0,0.21038251366120214,0.3421251654377009,0.2111521939734881,18.77947598253275,3.950873362445414,0.5150311968235961,15.062492401215806,60.95,,,,,,
AMAT,2021,126954099999.99998,0.25530069808784633,0.4807708010124928,0.3063624693914585,25.343956043956045,6.47032967032967,0.4451702457744754,21.56149796195652,136.65,21.350721428768548,40.52482821525696,45.09082933323667,34.95560827964037,63.76960425592648,-13.564411530792931
AMAT,2022,76900590000.0,0.2530541012216405,0.5350992291290799,0.3441379065987264,29.60390355912744,7.491389207807118,0.4544858126947679,11.78553103448276,89.72,-0.8799806984596592,11.300276140350585,12.330308370442022,16.808534183783408,15.780641628812454,2.092585254453816
AMAT,2023,110065200000.0,0.2585511181506203,0.4193528656186923,0.2876500577856458,31.567857142857143,8.161904761904761,0.3669337574163557,16.05385064177363,131.3,2.172269448486497,-21.63082232407152,-16.414305930833383,6.634103437768357,8.950483488414518,-19.263979827949452
AMAT,2024,153276180000.0,0.26409331763320576,0.3777169622651439,0.2590159583838262,32.86094316807739,8.678355501813785,0.3294037155939161,21.356580744043473,186.52,2.14356043873567,-9.92860828365173,-9.954491100139972,4.096210963476299,6.327576159912196,-10.228015565178605
AMD,2020,110770212476.46,0.25504455597664655,0.4265890011992462,0.4076711754220404,8.09189591642684,2.0637940010143225,0.0909713894123693,44.48602910701205,91.81,,,,,,
AMD,2021,179803377351.15997,0.1924059875867105,0.4217687074829932,0.3695602664472883,13.357172681520298,2.570000001154143,0.0881686007736427,56.86381320403542,146.14,-24.55985314019862,-1.1299620249706321,-9.348443371130644,65.06851817513815,24.527932530622152,-3.0809561740578473
AMD,2022,101781428543.67,0.055929833481632135,0.0241095890410958,0.0227776583170221,15.018818185914224,0.8400000002290909,0.0579908675799086,77.10714283611362,64.77,-70.93134460983104,-94.28369421122406,-93.83655106216054,12.44009899409939,-67.31517510304042,-34.227301929413734
AMD,2023,237919740000.0,0.03765432098765432,0.0152794675445502,0.011025619723968,14.052044609665428,0.5291201982651796,0.0537286194804265,278.59454332552696,147.41,-32.67578563411897,-36.62493575271769,-51.594586368308185,-6.437081561820279,-37.00950022370546,-7.3498608959573275
AMD,2024,202807800000.0,0.06364165212332752,0.0285054196775986,0.0247969693350557,15.916666666666666,1.012962962962963,0.0085290439132851,123.58793418647164,125.19,69.0155351471977,86.56029468622263,124.90317964758847,13.269400352733673,91.44288316419467,-84.12569688973257
AMGN,2020,134733120000.0,0.2857142857142857,0.7720267828674673,0.1004078265408529,43.38566552901024,12.395904436860068,3.505792326495908,18.54806167400881,229.92,,,,,,
AMGN,2021,128232900000.0,0.2268370607028754,0.8795522388059701,0.1073074796612211,45.57719298245614,10.33859649122807,4.971492537313432,21.760207025284235,224.97,-20.607028753993607,13.927684676836094,6.871628794355944,5.051270798140717,-16.59667478166782,41.80795878124685
AMGN,2022,141300320000.0,0.24890779926300197,1.7896749521988529,0.0929712395771102,48.927509293680295,12.178438661710038,10.63780387872166,21.565982905982903,262.64,9.72977629481635,103.47568606367412,-13.359963470739999,7.35086145501278,17.795860125143758,113.9760604864605
AMGN,2023,154090700000.0,0.23827598439162828,1.077824133504493,0.0841956887131721,52.691588785046726,12.555140186915889,10.367939666238769,22.940404942682743,288.02,-4.271386795774868,-39.7754250189263,-9.438995224603497,7.693176181875705,3.0931840744924832,-2.536841396584588
AMGN,2024,141007619046.24,0.12236716132120631,0.6959332993023651,0.0890954116998381,61.78128117419835,7.560000000073936,10.226135783563045,34.4761904758533,260.64,-48.64477776321564,-35.431646252012214,5.819446412936657,17.250746463980548,-39.78561857913421,-1.3677151607805138
AMZN,2020,1628500000000.0,0.05525249699531684,0.2283735171941244,0.1036263578959107,38.6064,2.1331,0.9034837908440752,76.34428765646241,162.85,,,,,,
